"IDan","Group","Gender","GenderF","Merkel","Sudety","Education","Education123","PrePANASpn","PrePANASp","PrePANASn","PostPANASpn","PostPANASp","PostPANASn","DelPANASpn","DelPANASp","DelPANASn","Post_PrePANASpn","Post_PrePANASp","Post_PrePANASn","Del_PostPANASpn","Del_PostPANASp","Del_PostPANASn","PreMacro","PostMacro","DelMacro","Post_PreMacro","Del_PostMacro","PreMicro","PreMicro_p","PreMicro_n","PostMicro","PostMicro_p","PostMicro_n","DelMicro","DelMicro_p","DelMicro_n","Post_PreMicro","Post_PreMicro_p","Post_PreMicro_n","Del_PostMicro","Del_PostMicro_p","Del_PostMicro_n","PreIATeffect","PostIATeffect","DelIATeffect","Post_PreIATeffect","Del_PostIATeffect","PrePANAS_01","PrePANAS_02","PrePANAS_03","PrePANAS_04","PrePANAS_05","PrePANAS_06","PrePANAS_07","PrePANAS_08","PrePANAS_09","PrePANAS_10","PrePANAS_11","PrePANAS_12","PrePANAS_13","PrePANAS_14","PrePANAS_15","PrePANAS_16","PrePANAS_17","PrePANAS_18","PrePANAS_19","PrePANAS_20","PostPANAS_01","PostPANAS_02","PostPANAS_03","PostPANAS_04","PostPANAS_05","PostPANAS_06","PostPANAS_07","PostPANAS_08","PostPANAS_09","PostPANAS_10","PostPANAS_11","PostPANAS_12","PostPANAS_13","PostPANAS_14","PostPANAS_15","PostPANAS_16","PostPANAS_17","PostPANAS_18","PostPANAS_19","PostPANAS_20","DelPANAS_01","DelPANAS_02","DelPANAS_03","DelPANAS_04","DelPANAS_05","DelPANAS_06","DelPANAS_07","DelPANAS_08","DelPANAS_09","DelPANAS_10","DelPANAS_11","DelPANAS_12","DelPANAS_13","DelPANAS_14","DelPANAS_15","DelPANAS_16","DelPANAS_17","DelPANAS_18","DelPANAS_19","DelPANAS_20","Post_PrePANAS_01","Post_PrePANAS_02","Post_PrePANAS_03","Post_PrePANAS_04","Post_PrePANAS_05","Post_PrePANAS_06","Post_PrePANAS_07","Post_PrePANAS_08","Post_PrePANAS_09","Post_PrePANAS_10","Post_PrePANAS_11","Post_PrePANAS_12","Post_PrePANAS_13","Post_PrePANAS_14","Post_PrePANAS_15","Post_PrePANAS_16","Post_PrePANAS_17","Post_PrePANAS_18","Post_PrePANAS_19","Post_PrePANAS_20","Del_PostPANAS_01","Del_PostPANAS_02","Del_PostPANAS_03","Del_PostPANAS_04","Del_PostPANAS_05","Del_PostPANAS_06","Del_PostPANAS_07","Del_PostPANAS_08","Del_PostPANAS_09","Del_PostPANAS_10","Del_PostPANAS_11","Del_PostPANAS_12","Del_PostPANAS_13","Del_PostPANAS_14","Del_PostPANAS_15","Del_PostPANAS_16","Del_PostPANAS_17","Del_PostPANAS_18","Del_PostPANAS_19","Del_PostPANAS_20","PreMacro_01","PreMacro_02","PreMacro_03","PreMacro_04","PreMacro_05","PreMacro_06","PreMacro_07","PostMacro_01","PostMacro_02","PostMacro_03","PostMacro_04","PostMacro_05","PostMacro_06","PostMacro_07","DelMacro_01","DelMacro_02","DelMacro_03","DelMacro_04","DelMacro_05","DelMacro_06","DelMacro_07","Post_PreMacro_01","Post_PreMacro_02","Post_PreMacro_03","Post_PreMacro_04","Post_PreMacro_05","Post_PreMacro_06","Post_PreMacro_07","Del_PostMacro_01","Del_PostMacro_02","Del_PostMacro_03","Del_PostMacro_04","Del_PostMacro_05","Del_PostMacro_06","Del_PostMacro_07","PreMicro_01","PreMicro_02","PreMicro_03","PreMicro_04","PreMicro_05","PreMicro_06","PreMicro_07","PreMicro_08","PreMicro_09","PreMicro_10","PostMicro_01","PostMicro_02","PostMicro_03","PostMicro_04","PostMicro_05","PostMicro_06","PostMicro_07","PostMicro_08","PostMicro_09","PostMicro_10","DelMicro_01","DelMicro_02","DelMicro_03","DelMicro_04","DelMicro_05","DelMicro_06","DelMicro_07","DelMicro_08","DelMicro_09","DelMicro_10","Post_PreMicro_01","Post_PreMicro_02","Post_PreMicro_03","Post_PreMicro_04","Post_PreMicro_05","Post_PreMicro_06","Post_PreMicro_07","Post_PreMicro_08","Post_PreMicro_09","Post_PreMicro_10","Del_PostMicro_01","Del_PostMicro_02","Del_PostMicro_03","Del_PostMicro_04","Del_PostMicro_05","Del_PostMicro_06","Del_PostMicro_07","Del_PostMicro_08","Del_PostMicro_09","Del_PostMicro_10","PreMacro_time","PostMacro_time","DelMacro_time","PreMicro_time","PostMicro_time","DelMicro_time"
295,"E","female",1,0,"N","S",2,49,35,14,77,30,13,71,28,17,28,-5,-1,-6,-2,4,-4,-3,-4,1,-1,38,18,20,30,16,14,30,17,13,-8,-2,-6,0,1,-1,-0.485019371016713,-0.194806818582296,0.0631074387558308,0.290212552434417,0.257914257338127,3,1,3,2,3,1,1,1,3,4,1,2,1,4,2,4,4,2,5,2,4,3,2,2,2,1,1,1,3,3,1,1,1,4,1,3,4,1,4,1,5,1,2,2,1,2,1,1,2,1,1,3,2,3,2,4,4,3,3,2,1,2,-1,0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,-1,-1,1,-2,0,0,-1,1,0,0,-1,-2,0,2,1,-1,1,1,0,2,-1,1,-2,1,1,0,-1,-2,-1,-2,0,-1,-1,0,1,0,-1,0,-1,-1,-1,-1,1,0,-1,-2,-1,1,3,1,1,0,0,0,-1,-2,1,3,4,6,6,3,4,3,3,3,3,2,2,4,4,5,3,2,3,3,2,3,3,4,4,5,2,2,3,2,2,-1,-2,-2,-2,2,-1,-1,0,0,-1,1,1,0,0,0,-1,0,0,-1,0,"0:53",NA,"1:58","3:36",NA,"1:23"
298,"E","male",0,0,"N","S",2,48,31,17,79,32,13,56,16,20,31,1,-4,-23,-16,7,-4,-4,-5,0,-1,26,13,13,24,16,8,30,18,12,-2,3,-5,6,2,4,0.298779969131093,-0.22274254834892,-0.0681626791518334,-0.521522517480013,0.154579869197086,3,2,2,1,2,1,1,1,3,3,2,3,3,3,3,4,4,1,4,2,4,1,3,2,1,1,1,1,4,2,2,4,1,4,1,4,3,1,3,2,2,3,1,2,2,3,1,1,1,1,1,2,1,2,1,2,2,3,1,4,1,-1,1,1,-1,0,0,0,1,-1,0,1,-2,1,-2,0,-1,0,-1,0,-2,2,-2,0,1,2,0,0,-3,-1,-1,-2,0,-2,0,-2,-1,2,-2,2,-1,-1,0,0,-1,-2,1,0,-1,-1,0,-1,-2,1,-1,-1,-2,0,-1,-2,2,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,3,2,2,4,5,2,3,1,2,2,2,1,5,3,6,1,2,1,1,2,2,2,5,4,7,1,3,2,2,2,-1,-1,3,-1,1,-1,-1,0,-1,0,0,1,0,1,1,0,1,1,1,0,"1:45",NA,"0:43","2:42",NA,"1:11"
301,"E","female",1,0,"N","V",3,50,31,19,73,35,22,65,28,23,23,4,3,-8,-7,1,3,-6,-3,-9,3,39,17,22,24,11,13,28,12,16,-15,-6,-9,4,1,3,-0.367931234115366,-0.131099279863081,0.364747476091009,0.236831954252285,0.49584675595409,4,3,3,3,3,3,1,1,2,3,2,4,2,3,2,3,4,1,2,1,4,2,4,3,4,3,2,1,3,2,3,4,3,4,1,4,2,1,4,3,2,4,1,4,5,1,1,4,1,4,5,4,1,1,1,4,3,1,3,1,0,-1,1,0,1,0,1,0,1,-1,1,0,1,1,-1,1,-2,0,2,2,-2,2,-3,1,1,-2,-1,3,-2,2,2,0,-2,-3,0,0,1,0,-1,-2,0,1,0,1,-1,0,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-1,-2,0,-2,0,-1,-3,0,0,0,0,0,1,2,3,2,3,6,5,5,5,3,4,3,3,3,2,4,2,2,2,3,2,1,3,2,2,5,4,3,4,2,2,1,0,1,-1,-2,-3,-3,-3,0,-2,-2,0,-1,0,1,2,1,2,-1,0,0,"1:27","1:30","1:59","3:29","2:23","1:13"
304,"E","male",0,0,"A","S",2,34,23,11,60,16,16,71,21,10,26,-7,5,11,5,-6,4,4,5,0,1,44,28,16,47.7777777777778,25,23,53,31,22,3.77777777777778,-3,7,5.22222222222222,6,-1,-0.555349264861088,-0.292216112936334,-0.416639466596553,0.263133151924754,-0.124423353660219,2,2,2,1,4,1,1,1,1,3,1,3,1,1,1,3,3,1,1,1,2,3,1,2,2,1,1,1,1,2,4,2,1,1,1,1,2,1,2,1,2,1,1,1,3,1,1,1,2,3,1,2,1,2,1,2,2,1,2,1,0,1,-1,1,-2,0,0,0,0,-1,3,-1,0,0,0,-2,-1,0,1,0,0,-2,0,-1,1,0,0,0,1,1,-3,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,6,3,6,2,6,7,3,3,6,2,6,6,6,3,6,NA,6,2,7,6,6,5,7,2,6,6,3,5,0,0,0,3,0,1,0,NA,3,-1,1,4,0,-1,1,-1,0,NA,-3,3,"0:26",NA,"1:28","1:30",NA,"0:38"
307,"E","female",1,0,"N","Z",1,38,25,13,69,26,17,66,23,17,31,1,4,-3,-3,0,-5,-9,-4,-4,5,33,17,16,27,13,14,31,16,15,-6,-4,-2,4,3,1,-0.000714394960939377,-0.0926877005244384,0.154779461018585,-0.091973305563499,0.247467161543023,3,1,2,1,3,1,1,1,3,1,1,2,3,3,2,2,4,1,2,1,3,2,3,2,3,3,2,1,2,1,1,2,2,4,2,2,3,1,3,1,2,3,1,1,3,2,1,1,1,2,2,3,2,3,2,2,3,1,3,2,0,1,1,1,0,2,1,0,-1,0,0,0,-1,1,0,0,-1,0,1,0,-1,1,-2,-1,0,-1,-1,0,-1,1,1,1,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1,-2,0,-1,-1,-2,-1,-1,-2,-1,-1,0,-1,0,-1,-1,0,-1,0,-2,0,0,0,-1,0,1,1,1,0,1,1,3,2,4,4,3,3,4,4,3,3,2,2,2,2,2,3,4,4,3,3,2,3,4,4,4,3,3,2,2,4,-1,0,-2,-2,-1,0,0,0,0,0,0,1,2,2,2,0,-1,-2,-1,1,"1:27","1:17","2:08","2:13","1:56","1:13"
310,"E","female",1,0,"N","V",3,57,31,26,70,24,14,71,33,22,13,-7,-12,1,9,8,-5,-6,-4,-1,2,37,19,18,31,16,15,32,17,15,-6,-3,-3,1,1,0,-0.745197810831574,-0.211285570610281,-0.508014271158654,0.533912240221292,-0.296728700548372,3,3,2,1,2,1,3,3,3,3,1,4,4,3,3,4,4,3,3,4,4,1,1,2,2,1,2,1,2,1,1,3,1,4,2,2,3,1,2,2,4,2,3,2,4,1,3,2,3,2,1,4,3,3,3,4,4,2,2,3,1,-2,-1,1,0,0,-1,-2,-1,-2,0,-1,-3,1,-1,-2,-1,-2,-1,-2,0,1,2,0,2,0,1,1,1,1,0,1,2,-1,1,2,1,1,0,1,0,-1,-1,-2,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,1,-1,0,0,1,0,0,-1,0,1,0,0,0,0,1,3,4,4,3,4,5,4,5,2,3,3,3,4,4,3,3,3,3,2,3,3,2,5,3,5,3,4,2,3,2,0,-1,0,1,-1,-2,-1,-2,0,0,0,-1,1,-1,2,0,1,-1,1,-1,"1:04","1:08","1:39","1:57","2:00","1:40"
313,"E","female",1,0,"N","S",2,44,30,14,83,34,11,87,37,10,39,4,-3,4,3,-1,-8,-3,-2,5,1,22,11,11,23,9,14,28,15,13,1,-2,3,5,6,-1,-0.275871847328562,0.054707344607634,-0.0491097139322886,0.330579191936196,-0.103817058539923,3,1,2,1,3,1,1,1,4,4,1,1,1,3,2,3,4,3,3,2,4,1,4,2,3,1,1,1,4,3,1,3,1,3,1,2,4,1,4,1,4,1,4,1,3,1,1,1,4,3,1,3,1,3,1,3,5,1,5,1,1,0,2,1,0,0,0,0,0,-1,0,2,0,0,-1,-1,0,-2,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,-1,-1,-1,-2,-2,0,0,0,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,1,1,1,0,0,1,1,1,0,-1,0,1,0,1,0,3,2,2,4,4,2,1,1,2,1,2,2,1,4,4,1,6,1,1,1,3,1,2,4,5,2,2,3,4,2,-1,0,-1,0,0,-1,5,0,-1,0,1,-1,1,0,1,1,-4,2,3,1,"2:15","1:30","1:35","1:53","2:00","1:58"
316,"E","male",0,0,"N","S",2,49,36,13,82,36,14,79,31,12,33,0,1,-3,-5,-2,8,8,5,0,-3,55,29,26,56,30,26,51,27,24,1,1,0,-5,-3,-2,-0.453009148847189,-0.429489450938197,-0.453389462318935,0.0235196979089924,-0.0239000113807382,3,2,3,1,3,1,2,1,4,4,1,4,2,4,1,4,4,1,3,1,4,2,3,2,3,1,1,1,4,4,2,3,2,4,1,4,4,1,3,1,3,2,2,1,2,1,1,1,3,4,2,3,1,4,1,4,3,1,3,1,1,0,0,1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,1,1,1,2,0,1,2,1,1,1,1,0,2,2,1,1,1,0,0,0,2,0,0,0,-1,0,1,0,0,0,0,-1,0,-2,0,6,4,7,6,6,4,5,5,7,5,6,3,7,6,6,6,5,6,6,5,7,3,6,6,7,5,5,4,5,3,0,-1,0,0,0,2,0,1,-1,0,1,0,-1,0,1,-1,0,-2,-1,-2,"1:10","0:30","1:06","1:06","0:49","1:50"
319,"E","male",0,0,"N","S",2,40,28,12,69,23,14,68,21,13,29,-5,2,-1,-2,-1,4,10,3,6,-7,44,23,21,37,22,15,36,21,15,-7,-1,-6,-1,-1,0,-0.271808629171081,0.0971841502366073,-0.598382405686677,0.368992779407688,-0.695566555923284,3,1,1,1,4,1,1,2,1,1,2,3,1,3,1,4,4,1,4,1,2,1,1,2,3,1,3,1,1,2,2,1,1,3,1,3,3,1,4,1,3,2,2,1,4,1,1,2,2,1,2,1,1,1,1,1,3,1,3,1,-1,0,0,1,-1,0,2,-1,0,1,0,-2,0,0,0,-1,-1,0,0,0,1,1,1,-1,1,0,-2,1,1,-1,0,0,0,-2,0,-2,0,0,-1,0,0,1,0,0,0,1,2,2,2,2,2,-2,2,2,0,1,1,1,-1,1,0,2,1,2,2,-2,1,0,-2,-1,-1,-1,1,-1,-2,4,4,4,4,5,4,4,5,5,5,6,4,5,5,5,2,2,3,2,3,5,2,4,6,5,3,2,3,2,4,2,0,1,1,0,-2,-2,-2,-3,-2,-1,-2,-1,1,0,1,0,0,0,1,"1:00","1:30","2:18","2:03","2:15","1:23"
322,"E","male",0,0,"N","V",3,39,29,10,73,27,14,NA,NA,NA,34,-2,4,NA,NA,NA,-4,-8,NA,-4,NA,32,20,12,27,15,12,NA,NA,NA,-5,-5,0,NA,NA,NA,0.0292327412791444,-0.632129662927363,NA,-0.661362404206508,NA,3,1,2,1,3,1,1,1,4,3,1,3,1,3,1,2,3,1,3,1,3,3,3,2,3,1,1,1,3,1,1,3,1,3,1,3,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,0,0,0,0,-1,-2,0,0,0,0,0,1,-1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1,0,-1,-1,0,0,-1,-2,-2,-2,-1,0,NA,NA,NA,NA,NA,NA,NA,0,0,-1,-2,-1,0,0,NA,NA,NA,NA,NA,NA,NA,5,2,4,3,3,2,2,5,3,3,3,3,4,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,0,-1,0,0,0,-2,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1:30","0:50",NA,"1:45","1:30",NA
325,"E","male",0,0,"N","Z",1,44,32,12,82,32,10,79,31,12,38,0,-2,-3,-1,2,-1,-5,-4,-4,1,29,17,12,29,14,15,28,16,12,0,-3,3,-1,2,-3,0.278593839078167,-0.0435474849535743,-0.168551028832464,-0.322141324031741,-0.12500354387889,4,1,4,1,3,1,1,1,4,2,1,2,2,2,2,5,3,1,3,1,4,1,3,1,3,1,1,1,4,3,1,1,1,5,1,3,3,1,3,1,3,1,4,1,3,1,1,1,3,2,1,1,2,3,2,5,4,1,3,1,0,0,-1,0,0,0,0,0,0,1,0,-1,-1,3,-1,-2,0,0,0,0,-1,0,1,0,0,0,0,0,-1,-1,0,0,1,-2,1,2,1,0,0,0,0,-1,0,-1,-1,0,2,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-2,0,1,-1,0,-1,0,0,-1,-1,0,0,1,0,-1,1,0,3,1,4,2,5,5,3,4,1,1,3,1,3,4,5,4,3,2,3,1,3,1,4,3,5,3,3,3,2,1,0,0,-1,2,0,-1,0,-2,2,0,0,0,1,-1,0,-1,0,1,-1,0,"2:30","1:25","0:31","1:42","1:57","1:14"
328,"E","male",0,0,"N","S",2,41,24,17,76,29,13,58,21,23,35,5,-4,-18,-8,10,-3,-5,-5,-2,0,31,15,16,24,13,11,26,15,11,-7,-2,-5,2,2,0,-0.504931914814138,-0.309252499127828,0.0159425478893956,0.19567941568631,0.325195047017224,3,2,3,2,3,2,2,1,2,2,1,4,2,1,2,1,4,1,1,2,3,1,4,2,3,1,2,1,3,2,1,2,1,4,2,3,3,1,2,1,2,4,2,3,2,1,2,1,1,3,3,2,2,2,2,1,3,3,3,2,0,-1,1,0,0,-1,0,0,1,0,0,-2,-1,3,0,2,-1,0,1,-1,-1,3,-2,1,-1,0,0,0,-2,1,2,0,1,-2,0,-2,0,2,1,1,-1,-1,-1,0,0,-1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,3,3,3,4,5,3,2,2,4,2,2,2,2,3,5,3,2,2,1,2,3,2,3,3,5,2,2,2,2,2,-1,-1,-1,-1,0,0,0,0,-3,0,1,0,1,0,0,-1,0,0,1,0,"1:50","1:15","2:28","2:02","1:57","1:21"
331,"E","male",0,0,"N","V",3,38,28,10,65,21,16,75,25,10,27,-7,6,10,4,-6,5,2,3,-3,1,41,22,19,41,22,19,35,20,15,0,0,0,-6,-2,-4,-0.0890515353826716,-0.135338373114187,-0.154457904319483,-0.0462868377315156,-0.0191195312052957,4,1,3,1,3,1,1,1,2,2,1,3,1,2,1,3,3,1,3,1,2,3,1,3,2,1,1,1,1,2,2,2,1,3,1,2,3,1,3,2,3,1,2,1,3,1,1,1,3,2,1,2,1,2,1,3,3,1,2,1,-2,2,-2,2,-1,0,0,0,-1,0,1,-1,0,1,0,-1,0,0,0,1,1,-2,1,-2,1,0,0,0,2,0,-1,0,0,-1,0,1,0,0,-1,-1,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,1,-1,0,-1,0,0,0,-1,0,0,1,0,0,0,0,6,3,4,6,5,3,4,3,3,4,6,3,4,6,5,3,4,3,3,4,5,2,4,4,5,3,4,3,2,3,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-2,0,0,0,0,-1,-1,"2:20","2:35",NA,"2:30","3:05","1:50"
334,"E","male",0,0,"N","S",2,38,24,14,71,23,12,72,25,13,33,-1,-2,1,2,1,-1,-2,-2,-1,0,37,22,15,34,20,14,32,20,12,-3,-2,-1,-2,0,-2,-0.36153934601932,-0.472004281763356,-0.525398431216507,-0.110464935744036,-0.0533941494531505,3,1,2,1,2,1,1,1,2,2,2,2,3,3,2,3,3,1,2,1,4,1,2,1,2,1,1,1,3,2,2,1,2,3,1,2,2,1,2,1,3,1,2,2,2,1,1,2,3,3,1,3,2,2,1,2,3,1,2,1,1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,-1,-1,-1,0,0,0,-1,0,0,1,0,0,0,1,0,1,-1,2,0,-1,0,0,1,0,0,0,1,0,-1,0,-1,-1,1,1,0,-2,-1,-1,0,1,1,0,-1,-1,-1,-1,1,0,0,-1,-1,0,1,0,0,0,1,0,0,-1,0,5,2,5,5,5,3,3,4,2,3,5,2,5,5,5,2,3,3,2,2,5,2,5,3,5,2,3,3,2,2,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,-2,0,0,0,0,0,0,"1:50","1:50","2:03","2:40","2:10","1:18"
337,"E","male",0,0,"N","V",3,35,24,11,69,19,10,69.1111111111111,21.1111111111111,12,34,-5,-1,0.111111111111114,2.11111111111111,2,-3,0,-4,3,-4,34,19,15,27,16,11,28,17,11,-7,-3,-4,1,1,0,-0.0202123086207851,-0.378501011491522,-0.335691178554858,-0.358288702870736,0.042809832936664,3,1,1,1,2,1,1,1,3,3,1,2,2,2,1,2,3,1,3,1,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,NA,1,2,1,1,1,3,3,2,2,1,1,1,2,2,1,2,1,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,0,-1,1,NA,0,1,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,0,-1,-2,-1,-1,2,0,0,1,1,1,1,-1,-1,0,-1,-2,-1,-1,2,4,3,4,4,4,3,3,3,2,4,3,2,3,3,5,2,2,2,2,3,3,2,5,3,5,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,2,0,0,0,0,0,0,-1,"1:00","1:05","1:49","3:10","2:05","0:51"
340,"E","male",0,0,"N","S",2,40,28,12,82,32,10,67,27,20,42,4,-2,-15,-5,10,12,12,12,0,0,58,32,26,59,33,26,54,33,21,1,1,0,-5,0,-5,-0.374888006817763,-0.435730662020855,-0.467008482205531,-0.0608426552030922,-0.0312778201846762,3,1,2,2,4,1,1,1,3,4,1,2,2,3,1,3,2,1,2,1,3,1,2,1,4,1,1,1,2,5,1,2,1,4,1,4,3,1,3,1,3,2,1,3,4,3,1,1,2,4,2,2,3,2,2,3,3,2,3,1,0,0,0,-1,0,0,0,0,-1,1,0,0,-1,1,0,1,1,0,1,0,0,1,-1,2,0,2,0,0,0,-1,1,0,2,-2,1,-1,0,1,0,0,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7,6,7,6,7,6,5,5,7,1,7,7,7,6,6,7,6,5,7,2,7,7,7,3,6,7,3,5,0,-1,0,1,0,0,-1,1,1,0,0,1,0,0,0,-3,0,0,-3,0,"1:02","0:15","0:34","1:10","1:10","0:45"
343,"E","female",1,0,"N","S",2,47,36,11,61,30,29,74,25,11,14,-6,18,13,-5,-18,-4,-2,-2,2,0,29,15,14,22,11,11,23,12,11,-7,-4,-3,1,1,0,-0.557463801001264,0.0886526699573717,-0.382162135045209,0.646116470958635,-0.470814805002581,5,1,4,1,3,1,1,1,4,3,1,1,2,3,1,4,5,1,4,1,5,4,5,5,2,1,4,1,2,1,3,2,3,4,4,2,4,1,3,3,3,1,3,1,4,1,1,1,3,2,2,1,1,1,1,1,4,1,3,1,0,3,1,4,-1,0,3,0,-2,-2,2,1,1,1,3,-2,-1,0,-1,2,-2,-3,-2,-4,2,0,-3,0,1,1,-1,-1,-2,-3,-3,-1,0,0,0,-2,-1,-1,0,-1,-2,-1,2,-1,-1,0,0,-1,-1,2,-1,-1,0,0,-2,0,2,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,2,3,4,5,6,2,3,2,1,1,2,2,2,4,5,1,3,1,1,1,1,2,2,3,6,2,2,2,2,1,0,-1,-2,-1,-1,-1,0,-1,0,0,-1,0,0,-1,1,1,-1,1,1,0,"1:00","1:27","1:05","1:34","2:05","1:37"
346,"E","male",0,0,"N","V",3,45,34,11,81,32,11,84,36,12,36,-2,0,3,4,1,-2,4,-1,6,-5,37,19,18,43,22,21,39,22,17,6,3,3,-4,0,-4,-0.12854350141099,-0.614593292603671,-0.621584922364667,-0.486049791192681,-0.00699162976099621,4,1,3,2,4,1,1,1,4,3,1,1,1,3,1,4,4,1,4,1,4,2,4,1,3,1,1,1,3,3,1,2,1,3,1,4,3,1,3,1,3,1,4,1,3,1,1,1,5,3,2,2,2,3,1,4,4,1,5,1,0,1,1,-1,-1,0,0,0,-1,0,0,1,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,2,0,0,0,-1,-1,-1,0,1,1,1,1,0,-1,0,2,1,0,-1,-1,-1,0,1,1,1,2,1,0,0,1,0,-1,-2,-1,0,0,-1,4,2,4,3,5,5,5,3,3,3,4,3,5,4,6,5,5,3,4,4,5,3,5,3,5,5,3,4,3,3,0,1,1,1,1,0,0,0,1,1,1,0,0,-1,-1,0,-2,1,-1,-1,"2:13","0:54","1:11","2:34","1:50","1:32"
349,"E","male",0,0,"N","Z",1,49,29,20,74,29,15,76,29,13,25,0,-5,2,0,-2,7,7,3,0,-4,45,26,19,53,30,23,34,21,13,8,4,4,-19,-9,-10,-0.275204557608317,-0.0920760147444832,0.173388997378352,0.183128542863834,0.265465012122835,4,1,2,1,5,3,1,1,3,2,2,1,5,3,3,4,1,1,4,2,2,1,4,1,5,1,1,2,4,2,1,1,5,1,1,3,2,1,5,1,4,1,5,1,3,1,1,1,4,3,1,2,2,1,2,2,3,1,2,2,-2,0,2,0,0,-2,0,1,1,0,-1,0,0,-2,-2,-1,1,0,1,-1,2,0,1,0,-2,0,0,-1,0,1,0,1,-3,0,1,-1,1,0,-3,1,1,1,1,1,0,1,2,1,1,1,0,1,1,2,1,1,0,0,-1,0,2,0,0,0,-1,1,0,0,0,0,-1,0,-2,-1,0,5,3,3,6,7,5,3,6,2,5,6,2,5,6,7,7,5,6,3,6,6,2,4,5,7,3,2,3,1,1,1,-1,2,0,0,2,2,0,1,1,0,0,-1,-1,0,-4,-3,-3,-2,-5,"2:20","0:54","0:39","2:45","2:05","1:28"
352,"E","male",0,0,"N","S",2,49,33,16,63,19,16,76,29,13,14,-14,0,13,10,-3,2,-4,-4,-6,0,29,16,13,23,13,10,21,12,9,-6,-3,-3,-2,-1,-1,-0.562943640898577,-0.306193681888351,-0.0908654342878756,0.256749959010226,0.215328247600476,4,3,2,1,3,1,1,1,4,2,2,3,3,4,2,4,4,1,3,1,3,3,1,1,3,3,1,1,2,1,2,1,2,2,1,2,2,1,2,1,4,3,3,1,3,1,1,1,3,3,2,1,1,3,1,3,4,1,2,1,-1,0,-1,0,0,2,0,0,-2,-1,0,-2,-1,-2,-1,-2,-2,0,-1,0,1,0,2,0,0,-2,0,0,1,2,0,0,-1,1,0,1,2,0,0,0,-1,-1,1,0,0,1,2,-1,-1,0,-1,-1,0,0,-1,-2,0,0,-1,-1,1,0,0,-1,-1,-1,-1,-2,0,-1,0,1,0,-1,1,2,1,3,6,5,2,2,3,2,3,2,2,2,3,4,2,1,3,2,2,2,2,3,3,3,1,2,2,1,2,0,1,-1,-3,-1,0,-1,0,0,-1,0,0,1,0,-1,-1,1,-1,-1,0,"1:41","0:55","1:20","2:15","1:27","1:57"
