GROUP_ID,IMPACT_INIT,SIGNIFICANCE_INIT,INVESTIGATOR_INIT,INNOVATION_INIT,APPROACH_INIT,ENVIRONMENT_INIT,IMPACT_FINAL,PI_RACE,PI_ID,REVIEWER_ID,APPLICATION_ID,IRG,ADMIN_ORG,SRG,APPLICATION_TYPE,AMENDED,PI_GENDER,PI_ETHNICITY,CAREER_STAGE,DEG_CATEGORY,INSTITUTION_BIN
Matched White,6,3,2,6,5,3,6,White,1806,26,1976,9,8,94,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,2,1,1,1,2,1,3,White,1806,2114,1976,9,8,94,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,4,1,1,6,4,1,4,White,2153,4682,1217,9,1,39,New,TRUE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,4,3,1,2,4,1,3,White,2153,417,1217,9,1,39,New,TRUE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,5,2,4,3,6,2,5,White,674,1151,305,21,16,165,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,4,4,1,1,4,1,5,White,674,7846,305,21,16,165,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,4,2,2,3,4,2,4,White,674,2687,305,21,16,165,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,2,2,1,1,1,1,4,White,3680,4132,1701,9,12,94,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,6,7,1,2,6,1,6,White,3680,1618,1701,9,12,94,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,6,5,2,5,6,1,6,White,3680,2114,1701,9,12,94,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Random White,2,2,1,2,2,1,ND,White,3928,4305,976,11,21,53,New,FALSE,Female,Hispanic/Latino,Non-ESI NI,PHD,4
Random White,6,2,3,5,7,3,4,White,3928,6469,976,11,21,53,New,FALSE,Female,Hispanic/Latino,Non-ESI NI,PHD,4
Random White,3,3,2,3,3,2,4,White,3928,4271,976,11,21,53,New,FALSE,Female,Hispanic/Latino,Non-ESI NI,PHD,4
Random White,3,1,3,1,2,3,3,White,3928,456,976,11,21,53,New,FALSE,Female,Hispanic/Latino,Non-ESI NI,PHD,4
Random White,3,3,1,2,3,1,3,White,3846,7761,4185,13,21,21,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,3,1,2,2,3,2,3,White,3846,8094,4185,13,21,21,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,4,3,3,4,4,2,3,White,3846,7155,4185,13,21,21,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,6,1,1,3,6,2,ND,White,328,5192,1192,18,2,26,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,4,2,1,2,6,2,ND,White,328,4023,1192,18,2,26,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,2,3,2,1,3,1,ND,White,328,6911,1192,18,2,26,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,2,1,2,3,2,1,2,White,3400,5718,1000,8,4,33,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,5,1,1,5,6,1,ND,White,1106,2922,2678,21,16,167,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,4,2,4,4,4,3,ND,White,1106,3345,2678,21,16,167,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,6,3,2,3,7,2,ND,White,1106,8327,2678,21,16,167,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,5,4,2,3,5,3,5,White,39,1803,2047,24,21,123,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,3,2,3,2,3,3,3,White,39,7905,2047,24,21,123,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,4,2,3,3,4,2,4,White,39,278,2047,24,21,123,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,7,6,4,6,8,2,ND,White,937,6911,3860,18,2,26,New,FALSE,Male,Hispanic/Latino,Experienced,PHD,4
Random White,7,4,3,7,8,5,ND,White,937,1056,3860,18,2,26,New,FALSE,Male,Hispanic/Latino,Experienced,PHD,4
Random White,4,2,4,1,4,1,4,White,1374,1684,4037,1,3,93,New,TRUE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,3,2,3,3,3,2,4,White,1374,5785,4037,1,3,93,New,TRUE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,2,2,2,3,3,2,2,White,1374,1468,4037,1,3,93,New,TRUE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,2,1,3,2,5,2,ND,White,3128,381,1584,7,11,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,2,2,5,5,2,ND,White,3128,3567,1584,7,11,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,3,2,4,5,2,ND,White,3128,2476,1584,7,11,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,2,1,2,1,2,1,ND,White,3952,6935,3874,9,22,13,New,TRUE,Female,Non-Hispanic,ESI,PHD,3
Matched White,4,2,2,3,4,1,ND,White,3952,482,3874,9,22,13,New,TRUE,Female,Non-Hispanic,ESI,PHD,3
Matched White,7,4,1,5,6,1,ND,White,2462,2923,1474,18,8,12,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Matched White,6,1,3,5,6,2,ND,White,2462,8062,1474,18,8,12,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Matched White,8,8,1,7,9,1,ND,White,2462,6654,1474,18,8,12,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Matched White,4,3,1,2,4,1,4,White,769,1737,1680,18,20,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,3,2,1,1,4,2,4,White,769,5871,1680,18,20,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,4,3,1,3,5,1,4,White,769,7432,1680,18,20,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,3,2,1,3,3,1,4,White,769,6086,247,18,8,148,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,4,2,1,5,4,1,5,White,769,1994,247,18,8,148,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,6,5,2,3,6,2,6,White,769,27,247,18,8,148,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,6,4,6,6,7,5,ND,White,2916,4260,4981,9,2,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,5,6,5,6,7,6,ND,White,2916,293,4981,9,2,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,5,5,3,6,4,1,ND,White,2916,5525,4981,9,2,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Matched White,5,4,2,1,6,1,ND,White,766,3422,2055,21,16,162,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,4,3,2,2,4,2,ND,White,766,8229,2055,21,16,162,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,7,7,4,3,7,3,ND,White,766,5966,2055,21,16,162,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,4,3,3,5,5,2,5,White,2462,6791,2172,18,8,12,New,TRUE,Female,Non-Hispanic,ESI,PHD,3
Matched White,3,3,3,4,3,1,5,White,2462,1578,2172,18,8,12,New,TRUE,Female,Non-Hispanic,ESI,PHD,3
Matched White,6,7,1,7,7,1,6,White,2462,4186,2172,18,8,12,New,TRUE,Female,Non-Hispanic,ESI,PHD,3
Matched White,5,4,3,5,5,2,ND,White,2908,8277,2562,19,4,58,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,7,4,4,2,8,2,ND,White,2908,643,2562,19,4,58,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,3,3,2,2,4,2,ND,White,2908,3309,2562,19,4,58,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,3,2,4,4,5,ND,White,779,712,2195,4,13,166,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,3,3,4,5,2,ND,White,779,8035,2195,4,13,166,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,2,2,4,7,3,ND,White,779,4914,2195,4,13,166,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,8,7,3,6,8,2,ND,White,2428,8091,2004,21,16,162,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,3,3,1,2,4,2,ND,White,2428,1798,2004,21,16,162,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,4,1,3,4,2,ND,White,2428,1551,2004,21,16,162,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,5,3,5,5,2,ND,White,3338,2058,3217,13,21,40,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,2,2,2,3,4,2,ND,White,3338,2013,3217,13,21,40,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,3,3,3,2,1,ND,White,3338,4052,3217,13,21,40,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,3,2,4,4,2,4,White,2908,2327,323,19,4,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,2,2,1,2,3,1,2,White,2908,2378,323,19,4,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,2,1,1,1,2,2,3,White,2908,3261,323,19,4,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,7,2,2,5,8,2,ND,White,3338,5840,4219,13,21,60,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,7,8,2,6,8,2,ND,White,3338,5186,4219,13,21,60,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,6,5,2,3,6,1,ND,White,3338,8151,4219,13,21,60,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,4,2,3,4,2,ND,White,1745,4052,1284,13,21,40,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,4,2,3,5,2,ND,White,1745,2868,1284,13,21,40,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,4,2,5,4,1,ND,White,1745,6198,1284,13,21,40,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,2,2,1,2,2,1,3,White,1358,7364,2257,23,19,23,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,4,3,1,3,5,1,3,White,1358,7079,2257,23,19,23,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,3,2,2,1,5,1,3,White,1358,156,2257,23,19,23,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,6,7,4,6,6,4,5,White,1358,449,801,13,19,150,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Matched White,5,4,4,6,4,3,5,White,1358,3141,801,13,19,150,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Matched White,2,1,2,3,1,1,4,White,1358,971,801,13,19,150,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Random White,5,4,2,3,4,1,4,White,2596,7504,1475,11,13,132,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Random White,4,3,1,3,5,1,4,White,2596,3326,1475,11,13,132,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Random White,2,1,1,2,2,1,3,White,2596,2171,1475,11,13,132,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Random White,5,5,7,5,7,2,ND,White,647,7861,3828,6,4,159,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,6,3,3,3,7,4,ND,White,647,6254,3828,6,4,159,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,3,3,3,2,4,3,ND,White,647,7331,3828,6,4,159,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,5,4,4,5,5,3,ND,White,1568,7389,2812,6,23,84,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,3,3,1,2,5,1,ND,White,1568,1243,2812,6,23,84,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,5,5,2,5,5,2,ND,White,1745,2569,3863,13,21,40,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,5,6,3,6,4,2,ND,White,1745,2388,3863,13,21,40,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,2,2,1,2,2,2,ND,White,1745,2717,3863,13,21,40,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,5,4,2,5,6,2,5,White,62,6020,3011,16,21,89,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Random White,2,2,2,2,2,3,3,White,62,6702,3011,16,21,89,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Random White,5,4,3,5,5,3,5,White,62,7121,3011,16,21,89,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Random White,6,1,3,3,7,2,ND,White,3027,4145,2461,3,4,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,3,3,2,2,3,2,ND,White,3027,5249,2461,3,4,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,5,3,2,5,5,3,ND,White,3027,2964,2461,3,4,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,5,5,3,5,5,2,ND,White,3338,2058,3217,13,21,40,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Random White,2,2,2,3,4,2,ND,White,3338,2013,3217,13,21,40,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Random White,7,3,5,4,8,3,ND,White,1787,4005,3495,23,19,122,New,FALSE,Male,Hispanic/Latino,Experienced,PHD,3
Random White,6,5,2,4,6,2,ND,White,1787,2187,3495,23,19,122,New,FALSE,Male,Hispanic/Latino,Experienced,PHD,3
Random White,5,3,3,4,5,5,ND,White,1787,6462,3495,23,19,122,New,FALSE,Male,Hispanic/Latino,Experienced,PHD,3
Random White,1,1,1,2,2,1,3,White,3363,67,4944,24,2,177,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,4,3,2,3,5,1,5,White,3363,1368,4944,24,2,177,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,3,2,1,3,3,1,4,White,3363,6693,4944,24,2,177,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Random White,4,3,1,3,4,1,ND,White,2083,8040,3038,21,16,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Random White,4,4,2,3,4,2,ND,White,2083,1049,3038,21,16,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Random White,4,2,2,2,4,2,ND,White,2083,7534,3038,21,16,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,3
Random White,1,1,1,4,2,1,ND,White,3820,4877,4641,2,3,110,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Random White,6,3,2,3,6,2,ND,White,3820,3978,4641,2,3,110,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Random White,4,4,1,4,5,1,ND,White,3820,5679,4641,2,3,110,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Matched White,8,5,8,9,9,8,ND,White,376,4447,3938,8,22,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Matched White,7,4,7,4,8,6,ND,White,376,7011,3938,8,22,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Matched White,8,5,8,6,8,7,ND,White,376,5088,3938,8,22,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Random White,8,5,8,9,9,8,ND,White,376,4447,3938,8,22,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Random White,7,4,7,4,8,6,ND,White,376,7011,3938,8,22,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Random White,8,5,8,6,8,7,ND,White,376,5088,3938,8,22,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Matched Black,7,7,7,7,7,5,ND,Black,353,672,2823,12,13,38,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,5
Matched Black,7,7,7,5,7,7,ND,Black,353,4212,2823,12,13,38,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,5
Matched Black,7,8,6,6,8,2,ND,Black,353,2323,2823,12,13,38,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,5
Matched White,4,2,1,1,5,2,4,White,3236,5282,4958,7,18,126,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Matched White,2,1,1,1,3,2,3,White,3236,8293,4958,7,18,126,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Matched White,4,3,4,3,4,1,4,White,3236,811,4958,7,18,126,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Matched White,7,2,3,4,7,1,ND,White,1588,2230,3805,23,19,135,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,4,2,5,2,4,4,ND,White,1588,7292,3805,23,19,135,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,7,4,4,4,7,2,ND,White,1588,5090,3805,23,19,135,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,3,2,1,4,4,1,3,White,953,1865,1257,23,19,122,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,3,3,2,3,4,2,3,White,953,8331,1257,23,19,122,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,2,1,1,1,2,1,2,White,953,5910,1257,23,19,122,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,3,3,1,2,4,1,3,White,3236,5282,2623,7,18,126,New,TRUE,Female,Non-Hispanic,ESI,PHD,4
Matched White,2,3,1,4,2,1,2,White,3236,233,2623,7,18,126,New,TRUE,Female,Non-Hispanic,ESI,PHD,4
Matched White,3,3,2,4,3,2,5,White,18,6318,1202,18,20,148,New,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Matched White,1,1,1,2,2,2,2,White,18,4475,1202,18,20,148,New,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Matched White,4,2,1,5,5,1,4,White,18,3290,1202,18,20,148,New,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Matched White,4,3,3,5,5,2,ND,White,1686,1172,3463,7,20,86,New,TRUE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,4,2,1,3,4,1,ND,White,1686,5363,3463,7,20,86,New,TRUE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,5,2,1,2,4,1,ND,White,1686,2504,3463,7,20,86,New,TRUE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,4,4,2,3,5,2,4,White,1686,4329,3652,7,20,86,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,3,2,2,2,3,2,4,White,1686,2606,3652,7,20,86,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,4,2,2,4,4,2,4,White,1686,5363,3652,7,20,86,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,4,4,1,2,5,1,3,White,953,328,1333,23,19,135,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Random White,1,1,1,1,2,1,1,White,953,5090,1333,23,19,135,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Random White,2,3,1,4,2,2,2,White,953,6660,1333,23,19,135,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Random White,3,2,1,3,3,2,4,White,851,5845,1112,15,1,134,Renewal,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Random White,4,3,2,2,6,2,6,White,851,1433,1112,15,1,134,Renewal,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Random White,5,3,1,3,5,1,5,White,851,1626,1112,15,1,134,Renewal,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Matched Black,5,2,2,5,5,3,ND,Black,2263,4638,918,24,18,177,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Matched Black,4,3,2,3,5,2,ND,Black,2263,301,918,24,18,177,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Matched Black,4,4,4,3,6,4,ND,Black,2263,7829,918,24,18,177,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,5,4,1,2,5,1,4,White,3540,4363,1525,15,20,134,Renewal,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Random White,4,3,2,3,5,2,4,White,3540,3276,1525,15,20,134,Renewal,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Random White,2,1,1,1,3,1,3,White,3540,5632,1525,15,20,134,Renewal,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Random White,4,4,3,3,4,2,ND,White,2960,6844,4049,4,13,15,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,6,7,3,5,4,2,ND,White,2960,5075,4049,4,13,15,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,4,3,2,3,5,2,ND,White,2960,2322,4049,4,13,15,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,5,5,2,2,5,1,ND,White,3540,351,4112,15,20,134,Renewal,TRUE,Female,Non-Hispanic,Experienced,PHD,5
Random White,2,1,1,2,3,2,ND,White,3540,5632,4112,15,20,134,Renewal,TRUE,Female,Non-Hispanic,Experienced,PHD,5
Random White,4,2,2,5,5,1,ND,White,3540,1626,4112,15,20,134,Renewal,TRUE,Female,Non-Hispanic,Experienced,PHD,5
Random White,6,5,5,5,6,4,ND,White,3063,2626,4158,16,1,69,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,6,6,4,5,7,2,ND,White,3063,4211,4158,16,1,69,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,5,4,2,3,5,1,ND,White,3063,2564,4158,16,1,69,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Matched Black,3,2,1,2,3,2,4,Black,3950,891,3489,14,16,175,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,5,3,2,3,5,2,5,Black,3950,2594,3489,14,16,175,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,4,2,2,2,4,2,5,Black,3950,2167,3489,14,16,175,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,4,2,3,3,4,3,ND,Black,1277,6972,3866,21,16,82,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,5,3,2,4,5,2,ND,Black,1277,3560,3866,21,16,82,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,7,5,3,6,7,3,ND,Black,1277,1107,3866,21,16,82,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,5,1,4,3,2,ND,White,2777,4195,111,3,8,59,Renewal,FALSE,Male,Non-Hispanic,Experienced,MD,3
Matched White,5,2,1,2,1,1,ND,White,2777,3983,111,3,8,59,Renewal,FALSE,Male,Non-Hispanic,Experienced,MD,3
Matched White,6,6,2,5,3,2,ND,White,2777,7186,111,3,8,59,Renewal,FALSE,Male,Non-Hispanic,Experienced,MD,3
Matched Black,4,3,3,3,4,2,ND,Black,3950,1300,1056,12,13,36,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,4,2,1,3,4,2,ND,Black,3950,4554,1056,12,13,36,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,4,4,1,4,5,1,ND,Black,3950,2189,1056,12,13,36,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,4,2,4,5,2,6,White,74,3266,4673,11,21,109,New,FALSE,Male,Non-Hispanic,ESI,MD,3
Matched White,3,2,3,3,3,1,4,White,74,1442,4673,11,21,109,New,FALSE,Male,Non-Hispanic,ESI,MD,3
Matched White,6,2,4,4,7,3,5,White,74,5884,4673,11,21,109,New,FALSE,Male,Non-Hispanic,ESI,MD,3
Matched White,5,3,1,5,5,1,ND,White,2453,5377,310,21,16,167,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,5,5,4,3,4,3,ND,White,2453,8220,310,21,16,167,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,7,7,6,8,3,6,ND,White,2453,3085,310,21,16,167,New,FALSE,Male,Non-Hispanic,ESI,PHD,3
Matched White,3,3,2,3,3,1,3,White,2936,7182,3397,20,21,110,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Matched White,2,3,2,2,3,1,2,White,2936,1634,3397,20,21,110,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Matched White,3,3,3,2,2,3,3,White,2936,7554,3397,20,21,110,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,3
Matched Black,6,4,3,4,6,3,ND,Black,3513,746,4647,7,15,29,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,5,5,2,4,7,2,ND,Black,3513,515,4647,7,15,29,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,7,3,2,3,7,2,ND,Black,3513,7346,3596,7,15,86,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,3,2,2,2,3,2,ND,Black,3513,6156,3596,7,15,86,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,6,6,3,6,7,1,ND,Black,3513,1109,3596,7,15,86,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,3,3,2,1,2,1,ND,White,117,2041,3918,9,16,6,New,FALSE,Male,Non-Hispanic,ESI,Others,3
Matched White,4,3,3,3,5,2,ND,White,117,3962,3918,9,16,6,New,FALSE,Male,Non-Hispanic,ESI,Others,3
Matched White,5,5,3,3,5,3,ND,White,117,5945,3918,9,16,6,New,FALSE,Male,Non-Hispanic,ESI,Others,3
Matched White,5,3,2,5,4,2,ND,White,1955,2946,4677,13,13,60,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,3,2,3,6,1,ND,White,1955,1148,4677,13,13,60,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,3,2,3,5,2,ND,White,1955,5304,4677,13,13,60,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,2,1,1,2,3,1,2,White,2778,1679,2923,14,15,72,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,4,3,2,4,4,2,4,White,2778,3093,2923,14,15,72,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,3,2,2,3,3,1,3,White,2778,2027,2923,14,15,72,New,TRUE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,7,6,3,6,7,2,ND,Black,248,6939,732,18,18,99,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Matched Black,7,7,5,6,5,4,ND,Black,248,3279,732,18,18,99,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Matched Black,7,2,2,3,7,2,ND,Black,248,3678,732,18,18,99,New,FALSE,Female,Non-Hispanic,ESI,PHD,3
Matched White,6,5,4,4,7,2,ND,White,3831,2949,1759,23,3,172,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,3,3,3,5,4,ND,White,3831,467,1759,23,3,172,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,7,5,4,6,7,7,ND,White,3831,1901,1759,23,3,172,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,5,4,3,4,6,3,ND,White,3831,8036,1759,23,3,172,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched Black,2,2,2,2,2,2,1,Black,2930,6501,39,14,13,175,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,3
